Food,MealType,DietType,Calories,Protein,Fat,Price
Veg Momos,Fast Food,Veg,317,8,6,128
Chicken Biryani (Ambur Style),Lunch,Non-Veg,645,55,24,262
Paneer Roll,Fast Food,Veg,475,21,15,132
Tamarind Rice (Puliyodharai),Lunch,Veg,342,11,11,112
Margherita Pizza,Fast Food,Veg,859,22,30,332
Pongal + Sambar + Chutney,Breakfast,Veg,359,11,8,104
Idiyappam + Kurma,Dinner,Veg,442,12,9,155
Chicken Fried Rice,Fast Food,Non-Veg,614,31,24,159
Jigarthanda,Snacks,Veg,333,10,14,66
Keerai Dosai,Breakfast,Veg,336,12,14,109
Chicken Momos,Fast Food,Non-Veg,371,34,12,131
Bread + Omelette,Breakfast,Veg,381,14,20,83
Chicken Biryani (Dindigul Style),Lunch,Non-Veg,691,55,33,336
Aappam + Veg Stew,Dinner,Veg,374,10,12,144
Prawn Masala + Rice,Dinner,Non-Veg,649,55,19,252
French Fries,Fast Food,Veg,322,8,17,123
Mutton Meals (Full),Lunch,Non-Veg,817,49,35,328
Sugarcane Juice,Breakfast,Veg,146,2,1,49
Parotta + Chicken Salna,Lunch,Non-Veg,803,41,30,222
French Fries,Fast Food,Veg,301,7,19,144
Paneer Roll,Fast Food,Veg,442,27,25,252
Parotta + Mutton Salna,Dinner,Non-Veg,721,53,46,256
Prawn Masala + Rice,Dinner,Non-Veg,489,44,26,336
Aappam + Veg Stew,Dinner,Veg,410,8,16,135
Kozhukattai,Snacks,Veg,277,5,6,32
Chicken Noodles,Fast Food,Non-Veg,559,29,23,238
Tender Coconut Water,Snacks,Veg,98,2,0,41
Murukku,Snacks,Veg,386,8,17,48
Fish Biryani,Lunch,Non-Veg,871,51,18,267
Mutton Seekh Roll,Fast Food,Non-Veg,680,38,21,281
Kadalai Mittai (Peanut Chikki),Snacks,Veg,225,10,18,14
Chappatti + Kurma,Dinner,Veg,455,15,18,64
Meals (Full Thali),Lunch,Veg,898,22,17,241
Parotta + Chicken Salna,Dinner,Non-Veg,821,35,23,212
Kozhukattai,Snacks,Veg,247,7,7,61
Mutton Seekh Roll,Fast Food,Non-Veg,619,33,19,306
Vada + Sambar,Snacks,Veg,354,8,18,68
Mutton Biryani,Lunch,Non-Veg,820,56,26,437
Fresh Lemon Juice,Snacks,Veg,86,0,1,44
Mutton Biryani,Dinner,Non-Veg,767,48,37,439
Fish Biryani,Dinner,Non-Veg,774,43,21,371
Meals (Light),Dinner,Veg,568,13,12,107
Rava Dosai,Breakfast,Veg,299,10,7,72
Samosa,Snacks,Veg,264,5,17,25
Mutton Biryani,Dinner,Non-Veg,922,47,41,309
Sundal (Kadala/Peas),Snacks,Veg,249,13,3,41
Chicken Fried Rice,Fast Food,Non-Veg,653,34,17,318
Chappatti + Kurma,Breakfast,Veg,510,15,14,84
Chicken 65,Snacks,Non-Veg,407,38,30,175
Masala Vada Pav,Fast Food,Veg,438,12,15,53
Parotta + Veg Salna,Lunch,Veg,726,10,22,143
Omelette + Bread,Breakfast,Non-Veg,284,20,21,95
Kottu Parotta (Chicken),Dinner,Non-Veg,788,47,25,232
Veg Briyani,Lunch,Veg,601,14,10,119
Paniyaram + Chutney,Breakfast,Veg,336,10,8,71
Samosa,Snacks,Veg,234,6,21,43
Fresh Lemon Juice,Snacks,Veg,95,1,0,23
Pesarattu + Ginger Chutney,Dinner,Veg,335,15,12,63
Chicken Meals (Full),Lunch,Non-Veg,713,48,28,220
Chicken Tikka Pizza,Fast Food,Non-Veg,823,52,29,633
Pongal + Chutney,Dinner,Veg,364,9,17,109
Chicken Biryani (Dindigul Style),Lunch,Non-Veg,724,42,31,238
Plain Dosai + Chutney,Dinner,Veg,240,9,7,42
Lemon Rice,Lunch,Veg,363,7,17,115
Egg Biryani,Lunch,Non-Veg,727,33,24,181
Corn Chaat,Snacks,Veg,211,7,10,93
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,423,15,10,86
Murukku,Snacks,Veg,282,8,19,29
Kottu Parotta (Veg),Lunch,Veg,590,18,21,149
Parotta + Veg Salna,Breakfast,Veg,686,18,21,110
Pongal + Chutney,Dinner,Veg,314,13,12,58
Paniyaram + Chutney,Breakfast,Veg,417,12,13,110
Sundal (Kadala/Peas),Snacks,Veg,231,8,5,42
Paniyaram + Chutney,Breakfast,Veg,325,9,13,70
Chicken Zinger Burger,Fast Food,Non-Veg,666,39,22,206
Chicken Fried Rice,Fast Food,Non-Veg,619,35,23,155
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,182,11,7,52
Thaen Kaapi (Honey Coffee),Breakfast,Veg,109,1,5,44
Rose Milk,Snacks,Veg,276,6,8,56
Egg Curry + Rice,Dinner,Non-Veg,538,31,20,116
Ghee Dosai,Breakfast,Veg,337,8,22,86
Meals (Light),Dinner,Veg,511,18,16,118
Squid Fry + Rice,Lunch,Non-Veg,487,47,18,311
Chicken Kadai + Idly,Breakfast,Non-Veg,507,33,15,129
Veg Fried Rice,Fast Food,Veg,407,10,15,193
Dosai + Chicken Curry,Dinner,Non-Veg,526,38,24,148
Masala Dosai,Breakfast,Veg,312,8,14,98
Plain Dosai + Chutney,Dinner,Veg,286,9,11,67
Keema Parotta,Breakfast,Non-Veg,733,39,30,181
Chicken Biryani,Dinner,Non-Veg,632,44,26,248
Prawn Biryani,Lunch,Non-Veg,657,41,24,417
Parotta + Chicken Salna,Dinner,Non-Veg,790,37,39,205
Paneer Roll,Snacks,Veg,502,16,21,108
Chicken Puff,Snacks,Non-Veg,378,28,25,119
Egg Puff,Snacks,Non-Veg,363,10,20,72
Parotta + Mutton Salna,Dinner,Non-Veg,975,42,46,273
Chicken Fried Rice,Fast Food,Non-Veg,642,33,23,283
Prawn Masala + Rice,Lunch,Non-Veg,491,53,24,332
Tender Coconut Water,Snacks,Veg,47,2,1,57
Fresh Lemon Juice,Snacks,Veg,57,1,0,36
Meals (Full Thali),Lunch,Veg,729,28,19,162
Meals (Light),Dinner,Veg,592,20,13,145
Idly + Chicken Kurma,Dinner,Non-Veg,549,37,18,140
Masala Dosai,Breakfast,Veg,282,14,9,127
Egg Fried Rice,Fast Food,Non-Veg,660,31,19,178
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,275,11,5,63
Dosai + Chicken Curry,Dinner,Non-Veg,573,33,14,157
Sundal (Kadala/Peas),Snacks,Veg,150,15,9,59
Parotta + Mutton Salna,Lunch,Non-Veg,862,38,34,249
Peas Pulao + Raita,Lunch,Veg,512,14,17,172
Samosa,Snacks,Veg,231,7,15,47
Tomato Rice,Dinner,Veg,454,10,13,105
Chicken Lollipop,Snacks,Non-Veg,364,22,20,198
Pani Puri (TN Style),Snacks,Veg,170,4,12,74
Chicken Lollipop,Snacks,Non-Veg,461,34,22,142
Meals (Light),Dinner,Veg,502,20,10,118
Onion Dosai,Breakfast,Veg,319,9,8,61
Chicken Zinger Burger,Fast Food,Non-Veg,638,42,25,262
Dosai + Chicken Curry,Dinner,Non-Veg,646,28,16,249
Fish Fry + Rice,Lunch,Non-Veg,530,44,26,160
Ven Pongal,Breakfast,Veg,404,15,22,89
Kottu Parotta (Chicken),Dinner,Non-Veg,727,37,23,236
Tomato Rice,Lunch,Veg,374,11,16,102
Idiyappam + Kurma,Dinner,Veg,466,12,8,162
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,380,10,3,97
Pani Puri (TN Style),Snacks,Veg,280,7,8,43
Fresh Sugarcane Juice,Snacks,Veg,117,2,1,39
Aloo Bonda,Snacks,Veg,310,6,11,27
Plain Dosai + Chutney,Dinner,Veg,318,5,11,53
Chicken 65,Snacks,Non-Veg,403,29,18,108
Kottu Parotta (Chicken),Lunch,Non-Veg,659,51,20,257
Sugarcane Juice,Breakfast,Veg,111,2,1,42
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,587,38,27,183
Chettinad Chicken + Rice,Dinner,Non-Veg,620,44,33,265
Sundal (Kadala/Peas),Snacks,Veg,236,9,9,23
Parotta + Veg Salna,Breakfast,Veg,650,14,36,107
Pani Puri (TN Style),Snacks,Veg,279,6,5,63
Fish Bajji,Snacks,Non-Veg,403,21,14,90
Idly + Sambar,Dinner,Veg,259,8,7,54
Prawn Bajji,Snacks,Non-Veg,378,26,24,143
Fish Fry + Rice,Lunch,Non-Veg,505,47,26,246
Egg Fried Rice,Fast Food,Non-Veg,504,32,13,149
Keema Parotta,Breakfast,Non-Veg,719,34,31,236
Idiyappam + Kurma,Dinner,Veg,471,11,16,107
Fish Biryani,Dinner,Non-Veg,815,54,28,290
Pesarattu + Ginger Chutney,Dinner,Veg,287,18,13,94
Prawn Biryani,Lunch,Non-Veg,868,53,32,257
French Fries,Fast Food,Veg,449,4,23,170
Nannari Sherbet,Breakfast,Veg,118,0,1,67
Cheese Veg Burger,Fast Food,Veg,613,14,30,254
Fish Bajji,Snacks,Non-Veg,283,19,15,113
Tomato Rice,Dinner,Veg,428,7,12,56
Vada + Sambar,Snacks,Veg,295,10,10,49
Plain Dosai + Chutney,Dinner,Veg,279,5,11,47
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,604,33,28,189
Paneer Tikka Pizza,Fast Food,Veg,722,23,39,306
Prawn Biryani,Lunch,Non-Veg,826,60,32,437
Mutton Biryani,Lunch,Non-Veg,956,48,43,294
Tender Coconut Water,Snacks,Veg,82,2,1,67
Paal Pongal,Breakfast,Veg,388,8,18,87
Kottu Parotta (Chicken),Dinner,Non-Veg,626,50,25,209
Chicken Fried Rice,Fast Food,Non-Veg,687,32,22,253
Paneer Tikka Pizza,Fast Food,Veg,733,27,40,452
Rasam Rice,Lunch,Veg,293,13,6,57
Pesarattu + Ginger Chutney,Dinner,Veg,371,15,6,107
Plain Dosai + Chutney,Dinner,Veg,294,9,11,50
Set Dosai + Sambar,Breakfast,Veg,344,14,10,89
Fish and Chips,Fast Food,Non-Veg,654,39,27,402
Chicken Biryani (Ambur Style),Lunch,Non-Veg,714,53,18,201
Pongal + Sambar + Chutney,Breakfast,Veg,349,9,16,103
Mutton Biryani,Lunch,Non-Veg,795,56,34,367
Mutton Samosa,Snacks,Non-Veg,386,18,17,46
Rasam Rice,Lunch,Veg,330,12,4,59
Jigarthanda,Snacks,Veg,341,9,17,116
Tomato Rice,Dinner,Veg,449,11,8,98
Tomato Rice,Lunch,Veg,406,7,13,64
Paneer Roll,Snacks,Veg,553,17,14,130
Veg Noodles,Fast Food,Veg,458,10,16,152
Prawn Biryani,Lunch,Non-Veg,723,48,20,366
Rose Milk,Snacks,Veg,223,5,4,65
Murukku,Snacks,Veg,314,4,19,25
Chicken Puff,Snacks,Non-Veg,390,24,23,68
Egg Fried Rice,Fast Food,Non-Veg,467,24,18,240
Filter Coffee,Breakfast,Veg,82,2,4,41
Squid Fry + Rice,Lunch,Non-Veg,588,40,26,299
Mango Juice,Breakfast,Veg,188,2,0,106
Vada + Sambar,Snacks,Veg,260,7,16,49
Chicken Momos,Fast Food,Non-Veg,351,25,13,161
Paal Pongal,Breakfast,Veg,406,9,16,123
Pani Puri (TN Style),Snacks,Veg,235,6,11,38
Murukku,Snacks,Veg,345,7,16,53
Kottu Parotta (Veg),Lunch,Veg,577,10,14,127
Fish Biryani,Dinner,Non-Veg,602,45,31,296
Filter Coffee,Breakfast,Veg,113,2,4,27
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,325,15,10,94
Chappatti + Kurma,Dinner,Veg,519,12,8,85
Chappatti + Kurma,Dinner,Veg,353,18,13,90
Sugarcane Juice,Breakfast,Veg,96,0,1,27
Bajji (Onion/Plantain),Snacks,Veg,303,5,15,25
Tomato Rice,Dinner,Veg,409,10,18,79
Sambar Rice,Dinner,Veg,493,20,9,69
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,449,13,8,67
Dosai + Chicken Curry,Dinner,Non-Veg,583,37,23,160
Jigarthanda,Snacks,Veg,447,7,8,118
Chicken Tikka Pizza,Fast Food,Non-Veg,834,47,35,565
Masala Omelette + Parotta,Breakfast,Non-Veg,481,22,28,151
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,692,38,25,157
Paneer Roll,Fast Food,Veg,549,21,22,165
Tender Coconut Water,Snacks,Veg,65,2,0,79
Chicken Lollipop,Snacks,Non-Veg,433,33,25,254
Veg Momos,Fast Food,Veg,325,11,10,177
Kozhukattai,Snacks,Veg,289,8,5,74
Parotta + Chicken Salna,Dinner,Non-Veg,779,33,40,151
Mango Juice,Breakfast,Veg,144,3,1,98
Veg Noodles,Fast Food,Veg,507,14,17,177
Chicken Noodles,Fast Food,Non-Veg,576,31,23,245
Tender Coconut Water,Snacks,Veg,56,2,0,31
Fish Biryani,Dinner,Non-Veg,610,44,31,295
Egg Puff,Snacks,Non-Veg,351,12,26,44
Bajji (Onion/Plantain),Snacks,Veg,219,5,17,39
Plain Dosai + Chutney,Dinner,Veg,296,8,8,47
Tomato Rice,Dinner,Veg,431,8,13,58
Jigarthanda,Snacks,Veg,440,11,16,63
Veg Fried Rice,Fast Food,Veg,591,10,10,204
Kadalai Mittai (Peanut Chikki),Snacks,Veg,288,7,17,28
Egg Curry + Rice,Dinner,Non-Veg,620,23,16,129
Chicken Fried Rice,Fast Food,Non-Veg,662,38,20,172
Pani Puri (TN Style),Snacks,Veg,203,6,10,52
Plain Dosai + Chutney,Dinner,Veg,223,5,7,58
Pongal + Vada + Sambar,Dinner,Veg,529,18,21,129
Mutton Meals (Full),Lunch,Non-Veg,1021,60,48,372
Set Dosai + Sambar,Breakfast,Veg,378,10,8,109
Mutton Samosa,Snacks,Non-Veg,420,15,17,57
Vada + Sambar,Snacks,Veg,335,7,19,70
Egg Pongal,Breakfast,Non-Veg,448,20,12,83
Chettinad Chicken Curry + Rice,Lunch,Non-Veg,782,54,19,259
Pani Puri (TN Style),Snacks,Veg,154,6,9,46
Meals (Light),Dinner,Veg,618,16,11,129
Crab Curry + Rice,Lunch,Non-Veg,499,33,12,389
Meals (Light),Dinner,Veg,610,18,15,94
Kara Pongal + Chutney,Breakfast,Veg,388,8,16,106
Fish and Chips,Fast Food,Non-Veg,777,43,26,433
Chicken Zinger Burger,Fast Food,Non-Veg,685,45,23,295
Sambar Rice,Dinner,Veg,378,15,8,67
Jigarthanda,Snacks,Veg,368,10,16,65
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,184,6,3,50
Masala Dosai,Breakfast,Veg,386,12,17,60
Filter Coffee,Breakfast,Veg,71,3,6,28
Mutton Kuzhambu + Rice,Lunch,Non-Veg,825,57,35,294
Parotta + Veg Salna,Dinner,Veg,615,12,29,131
Parotta + Veg Salna,Lunch,Veg,720,12,35,97
Upma + Chutney,Breakfast,Veg,244,7,14,69
Paneer Roll,Snacks,Veg,439,24,21,143
Veg Noodles,Fast Food,Veg,434,9,15,136
Poha (Aval) + Chutney,Snacks,Veg,309,9,8,55
Rava Dosai,Breakfast,Veg,322,5,13,96
Keerai Dosai,Breakfast,Veg,326,6,12,73
Meals (Full Thali),Lunch,Veg,806,18,16,215
Pongal + Vada + Sambar,Dinner,Veg,501,13,16,151
Idly + Sambar,Dinner,Veg,276,13,4,90
Chicken Noodles,Fast Food,Non-Veg,609,28,18,173
Idly + Chicken Kurma,Dinner,Non-Veg,439,39,21,169
Omelette + Bread,Breakfast,Non-Veg,320,21,19,108
Nannari Sherbet,Breakfast,Veg,111,0,1,61
French Fries,Fast Food,Veg,379,5,28,135
Pongal + Sambar + Chutney,Breakfast,Veg,390,13,17,64
Meals (Full Thali),Lunch,Veg,732,25,23,243
Thengai Paal Dosai,Breakfast,Veg,344,7,18,123
Masala Vada Pav,Fast Food,Veg,321,9,13,54
"Meals (Sambar, Rasam, Kootu, Rice, Papad, Pickle)",Lunch,Veg,547,23,9,160
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,416,16,10,74
Paneer Roll,Snacks,Veg,470,17,23,156
Egg Fried Rice,Fast Food,Non-Veg,559,24,24,256
Pongal + Chutney,Dinner,Veg,335,10,10,50
Mutton Biryani,Lunch,Non-Veg,708,61,33,359
Veg Fried Rice,Fast Food,Veg,553,12,10,159
Veg Burger,Fast Food,Veg,352,10,19,152
Chappatti + Kurma,Dinner,Veg,373,13,14,66
Vada + Sambar,Snacks,Veg,364,10,16,89
Veg Fried Rice,Fast Food,Veg,495,11,19,191
Fresh Sugarcane Juice,Snacks,Veg,144,0,1,25
Prawn Bajji,Snacks,Non-Veg,374,26,22,117
Thengai Paal Dosai,Breakfast,Veg,349,6,15,71
Fresh Lemon Juice,Snacks,Veg,73,1,1,41
Variety Rice (Festival Special),Lunch,Veg,542,8,11,121
Egg Fried Rice,Fast Food,Non-Veg,489,21,20,233
Onion Dosai,Breakfast,Veg,372,7,6,80
Fresh Sugarcane Juice,Snacks,Veg,110,1,1,51
Set Dosai + Sambar,Breakfast,Veg,305,11,10,115
Paniyaram + Chutney,Breakfast,Veg,322,12,16,58
Medu Vada + Sambar,Breakfast,Veg,340,10,18,81
Mutton Samosa,Snacks,Non-Veg,288,24,19,77
Parotta + Mutton Salna,Dinner,Non-Veg,709,51,49,338
Medu Vada + Sambar,Breakfast,Veg,350,9,12,106
Pongal + Sambar + Chutney,Breakfast,Veg,332,14,17,99
Chicken Zinger Burger,Fast Food,Non-Veg,695,48,28,272
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,250,10,5,46
Bread + Omelette,Breakfast,Veg,345,10,20,70
Tomato Rice,Dinner,Veg,369,11,16,74
Murukku,Snacks,Veg,277,4,18,29
Chicken Zinger Burger,Fast Food,Non-Veg,768,42,20,231
Sambar Rice,Dinner,Veg,480,12,14,118
Corn Chaat,Snacks,Veg,226,7,3,77
Chicken Puff,Snacks,Non-Veg,359,24,20,69
Paneer Roll,Snacks,Veg,550,20,20,161
Egg Fried Rice,Fast Food,Non-Veg,572,22,24,216
Prawn Masala + Rice,Lunch,Non-Veg,525,42,16,497
Cheese Veg Burger,Fast Food,Veg,631,16,29,162
Veg Momos,Fast Food,Veg,260,9,13,118
Chicken Meals (Full),Lunch,Non-Veg,706,50,35,221
Masala Vada Pav,Fast Food,Veg,352,12,13,61
French Fries,Fast Food,Veg,431,5,21,179
French Fries,Fast Food,Veg,428,5,27,179
Chicken Fried Rice,Fast Food,Non-Veg,646,43,19,190
Sambar Rice,Dinner,Veg,410,18,6,80
Fish Biryani,Dinner,Non-Veg,728,43,23,215
Chicken Puff,Snacks,Non-Veg,430,30,18,116
Chappatti + Dal Fry,Lunch,Veg,477,20,13,94
Idly + Sambar,Dinner,Veg,256,11,5,59
Chicken Biryani (Dindigul Style),Lunch,Non-Veg,753,38,20,203
Keerai Dosai,Breakfast,Veg,338,10,10,89
Chicken Fried Rice,Fast Food,Non-Veg,578,43,16,222
Parotta + Chicken Salna,Dinner,Non-Veg,707,32,22,192
Bread + Omelette,Breakfast,Veg,364,14,12,99
Idiyappam + Kurma,Dinner,Veg,427,14,10,106
Egg Biryani,Lunch,Non-Veg,517,31,18,154
Chicken Noodles,Fast Food,Non-Veg,612,43,21,153
Parotta + Veg Salna,Breakfast,Veg,513,17,36,152
Kottu Parotta (Chicken),Lunch,Non-Veg,577,47,34,173
Chappatti + Dal Fry,Lunch,Veg,484,15,15,103
Veg Burger,Fast Food,Veg,358,18,23,174
Fish Biryani,Dinner,Non-Veg,766,49,27,269
Parotta + Kurma,Breakfast,Veg,546,11,29,145
Kozhukattai,Snacks,Veg,286,5,3,35
Prawn Masala + Rice,Lunch,Non-Veg,649,54,15,426
Fish Curry + Rice,Dinner,Non-Veg,483,44,15,168
Veg Fried Rice,Fast Food,Veg,555,9,10,164
Paneer Tikka Pizza,Fast Food,Veg,794,35,34,520
Masala Vada Pav,Fast Food,Veg,320,7,10,111
Paneer Roll,Fast Food,Veg,572,19,18,215
Paneer Tikka Pizza,Fast Food,Veg,976,24,38,396
Fish Curry + Rice,Dinner,Non-Veg,496,37,21,186
Margherita Pizza,Fast Food,Veg,823,26,24,224
Egg Puff,Snacks,Non-Veg,267,16,23,57
Idly + Sambar,Dinner,Veg,251,11,7,87
Idiyappam + Kurma,Dinner,Veg,454,8,13,109
Parotta + Veg Salna,Breakfast,Veg,512,10,33,132
Tomato Rice,Dinner,Veg,405,9,10,84
Chicken Fried Rice,Fast Food,Non-Veg,649,37,22,235
Margherita Pizza,Fast Food,Veg,641,19,22,435
Mutton Seekh Roll,Fast Food,Non-Veg,757,39,33,242
Fish Bajji,Snacks,Non-Veg,419,23,21,69
Plain Dosai + Chutney,Dinner,Veg,235,9,5,57
Chicken Biryani,Dinner,Non-Veg,724,42,20,222
Chettinad Chicken + Rice,Dinner,Non-Veg,765,45,30,208
Sambar Rice,Lunch,Veg,479,20,9,124
Chicken Zinger Burger,Fast Food,Non-Veg,666,48,24,318
Crab Curry + Rice,Lunch,Non-Veg,591,48,20,593
Tomato Rice,Lunch,Veg,407,7,9,103
Prawn Bajji,Snacks,Non-Veg,327,26,18,169
Egg Biryani,Lunch,Non-Veg,627,28,23,220
Kottu Parotta (Veg),Dinner,Veg,666,15,21,128
Fresh Sugarcane Juice,Snacks,Veg,144,0,1,20
Chicken Puff,Snacks,Non-Veg,328,21,17,94
Margherita Pizza,Fast Food,Veg,762,27,35,301
Fish Biryani,Dinner,Non-Veg,677,58,19,338
Idiyappam + Kurma,Dinner,Veg,350,8,15,97
Tomato Rice,Lunch,Veg,425,6,15,55
Fish Fry + Rice,Lunch,Non-Veg,662,39,24,237
Fish Biryani,Lunch,Non-Veg,731,40,27,226
Samosa,Snacks,Veg,215,7,20,48
Mutton Biryani,Lunch,Non-Veg,725,61,33,352
Chicken Biryani,Dinner,Non-Veg,738,49,23,241
Egg Curry + Rice,Dinner,Non-Veg,605,23,25,119
Veg Burger,Fast Food,Veg,372,17,20,193
Parotta + Veg Salna,Lunch,Veg,593,11,23,154
Parotta + Veg Salna,Lunch,Veg,734,10,36,119
Fish Curry + Rice,Dinner,Non-Veg,627,34,21,139
Veg Briyani,Lunch,Veg,622,12,11,140
Margherita Pizza,Fast Food,Veg,843,18,32,483
Chicken Zinger Burger,Fast Food,Non-Veg,749,31,37,287
Kara Pongal + Chutney,Breakfast,Veg,343,14,17,51
Idly + Chicken Kurma,Dinner,Non-Veg,575,28,20,170
French Fries,Fast Food,Veg,304,5,18,115
Keema Parotta,Breakfast,Non-Veg,663,40,38,175
Mutton Seekh Roll,Fast Food,Non-Veg,736,52,32,252
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,450,12,10,53
Veg Noodles,Fast Food,Veg,541,10,12,121
Thaen Kaapi (Honey Coffee),Breakfast,Veg,90,1,3,53
Kottu Parotta (Veg),Dinner,Veg,647,18,25,107
Sundal (Kadala/Peas),Snacks,Veg,165,9,7,39
Chicken Biryani,Dinner,Non-Veg,785,36,23,253
Thengai Paal Dosai,Breakfast,Veg,423,9,11,128
Kozhukattai,Snacks,Veg,198,8,7,31
Parotta + Mutton Salna,Dinner,Non-Veg,713,47,28,227
Fish Bajji,Snacks,Non-Veg,352,20,21,123
Pesarattu + Ginger Chutney,Dinner,Veg,379,11,12,125
Onion Dosai,Breakfast,Veg,345,9,7,91
Margherita Pizza,Fast Food,Veg,812,20,29,246
Kara Pongal + Chutney,Breakfast,Veg,429,12,12,108
Veg Fried Rice,Fast Food,Veg,461,10,17,125
Prawn Masala + Rice,Lunch,Non-Veg,524,45,20,421
Prawn Masala + Rice,Dinner,Non-Veg,530,55,26,332
French Fries,Fast Food,Veg,489,6,16,155
Fresh Sugarcane Juice,Snacks,Veg,128,0,0,27
Chicken Biryani (Ambur Style),Lunch,Non-Veg,818,38,26,208
Aappam + Veg Stew,Dinner,Veg,366,12,12,131
Plain Dosai + Chutney,Dinner,Veg,289,9,11,49
Fish and Chips,Fast Food,Non-Veg,638,32,31,244
Corn Chaat,Snacks,Veg,235,8,4,43
Paneer Roll,Snacks,Veg,503,23,24,85
Kadalai Mittai (Peanut Chikki),Snacks,Veg,262,6,18,35
Aloo Bonda,Snacks,Veg,256,8,17,26
Bread + Omelette,Breakfast,Veg,358,11,19,90
Egg Curry + Rice,Dinner,Non-Veg,443,24,14,133
Chicken Burger,Fast Food,Non-Veg,530,31,22,276
Kottu Parotta (Chicken),Dinner,Non-Veg,793,41,19,272
Ghee Dosai,Breakfast,Veg,355,11,22,105
Cheese Veg Burger,Fast Food,Veg,476,21,25,247
Masala Omelette + Parotta,Breakfast,Non-Veg,553,24,32,165
Paneer Roll,Snacks,Veg,514,18,15,129
Idiyappam + Kurma,Dinner,Veg,390,11,15,117
Aloo Bonda,Snacks,Veg,344,7,21,61
Idly + Sambar,Dinner,Veg,227,10,5,61
Prawn Biryani,Lunch,Non-Veg,620,42,21,466
Chicken Lollipop,Snacks,Non-Veg,359,32,26,205
Kottu Parotta (Chicken),Dinner,Non-Veg,555,47,22,168
Tomato Rice,Lunch,Veg,370,10,17,105
Rose Milk,Snacks,Veg,257,5,6,59
Chicken Biryani (Ambur Style),Lunch,Non-Veg,714,39,32,237
Parotta + Veg Salna,Breakfast,Veg,573,14,31,83
Veg Burger,Fast Food,Veg,388,11,24,200
Tender Coconut Water,Snacks,Veg,91,1,0,73
Masala Omelette + Parotta,Breakfast,Non-Veg,567,29,22,169
Sundal (Kadala/Peas),Snacks,Veg,245,9,6,21
Chappatti + Kurma,Breakfast,Veg,507,14,17,104
Bonda + Chutney,Snacks,Veg,311,6,19,30
Variety Rice (Festival Special),Lunch,Veg,499,12,22,135
Masala Dosai,Breakfast,Veg,351,14,13,98
Masala Vada Pav,Fast Food,Veg,400,11,21,84
Thaen Kaapi (Honey Coffee),Breakfast,Veg,96,1,4,44
Chettinad Chicken Curry + Rice,Lunch,Non-Veg,568,47,33,201
Set Dosai + Sambar,Breakfast,Veg,343,11,9,88
Tamarind Rice (Puliyodharai),Lunch,Veg,356,6,8,83
Pani Puri (TN Style),Snacks,Veg,244,4,12,73
Masala Dosai,Breakfast,Veg,302,10,18,65
Veg Fried Rice,Fast Food,Veg,471,8,17,205
Omelette + Bread,Breakfast,Non-Veg,328,18,14,66
Kozhukattai,Snacks,Veg,229,7,6,50
Plain Dosai + Chutney,Breakfast,Veg,316,10,11,76
Veg Burger,Fast Food,Veg,523,13,21,186
Idiyappam + Coconut Milk,Breakfast,Veg,377,6,11,100
Puttu + Kadala Curry,Breakfast,Veg,507,20,11,126
Chicken Burger,Fast Food,Non-Veg,530,41,27,277
Mutton Seekh Roll,Fast Food,Non-Veg,652,47,25,375
Mutton Biryani,Dinner,Non-Veg,921,54,42,301
Mutton Biryani,Lunch,Non-Veg,829,49,36,298
Bajji (Onion/Plantain),Snacks,Veg,277,8,14,49
Mutton Samosa,Snacks,Non-Veg,418,15,15,56
Parotta + Chicken Salna,Dinner,Non-Veg,618,49,37,222
Bread + Omelette,Breakfast,Veg,336,13,16,84
Mutton Meals (Full),Lunch,Non-Veg,882,50,40,337
Chicken Momos,Fast Food,Non-Veg,465,27,10,185
Upma + Chutney,Breakfast,Veg,250,7,9,53
Paal Pongal,Breakfast,Veg,374,10,19,117
Fish Bajji,Snacks,Non-Veg,373,18,24,102
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,329,12,4,62
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,402,11,9,61
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,597,32,16,196
Poriyal + Rice + Dal,Lunch,Veg,494,14,11,121
Upma + Chutney,Breakfast,Veg,315,9,10,63
Egg Curry + Rice,Dinner,Non-Veg,601,25,25,167
Masala Vada Pav,Fast Food,Veg,440,6,13,116
Parotta + Chicken Salna,Lunch,Non-Veg,705,36,38,139
Fish Biryani,Lunch,Non-Veg,807,50,29,259
Chappatti + Kurma,Dinner,Veg,423,17,8,88
Chicken Puff,Snacks,Non-Veg,343,22,23,69
